"Timestamp","delta time","Address","Data","Input","comments"
245.722702s,0.001035s,0000:06d1,0x014,B,
245.723737s,0.001035s,0000:06d2,0x067,B,
246.620694s,0.896957s,0000:06d3,0x095,A,
246.621736s,0.001042s,0000:06d4,0x095,A,
246.623611s,0.001875s,0000:06d5,0x017,B,
246.624646s,0.001035s,0000:06d6,0x03C,B,
246.625681s,0.001035s,0000:06d7,0x014,B,
246.626716s,0.001035s,0000:06d8,0x067,B,
247.700188s,1.073472s,0000:06d9,0x095,A,
247.701229s,0.001041s,0000:06da,0x095,A,
247.703130s,0.001901s,0000:06db,0x017,B,
247.704166s,0.001036s,0000:06dc,0x03C,B,
247.705201s,0.001035s,0000:06dd,0x014,B,
247.706236s,0.001035s,0000:06de,0x067,B,
248.784675s,1.078439s,0000:06df,0x095,A,
248.785716s,0.001041s,0000:06e0,0x095,A,
249.683546s,0.897830s,0000:06e1,0x095,A,
249.684581s,0.001035s,0000:06e2,0x095,A,
249.686482s,0.001901s,0000:06e3,0x017,B,
249.687517s,0.001035s,0000:06e4,0x03C,B,
249.688553s,0.001036s,0000:06e5,0x014,B,
249.689588s,0.001035s,0000:06e6,0x067,B,
250.763971s,1.074383s,0000:06e7,0x095,A,
250.765012s,0.001041s,0000:06e8,0x095,A,
250.766933s,0.001921s,0000:06e9,0x017,B,
250.767968s,0.001035s,0000:06ea,0x03C,B,
250.769003s,0.001035s,0000:06eb,0x014,B,
250.770038s,0.001035s,0000:06ec,0x067,B,
251.668037s,0.897999s,0000:06ed,0x095,A,
251.669079s,0.001042s,0000:06ee,0x095,A,
251.670947s,0.001868s,0000:06ef,0x017,B,
251.671982s,0.001035s,0000:06f0,0x03C,B,
251.673018s,0.001036s,0000:06f1,0x014,B,
251.674053s,0.001035s,0000:06f2,0x067,B,
252.748572s,1.074519s,0000:06f3,0x095,A,
252.749614s,0.001042s,0000:06f4,0x095,A,
252.751502s,0.001888s,0000:06f5,0x017,B,
252.752537s,0.001035s,0000:06f6,0x03C,B,
252.753572s,0.001035s,0000:06f7,0x014,B,
252.754607s,0.001035s,0000:06f8,0x067,B,
253.651396s,0.896789s,0000:06f9,0x095,A,
253.652431s,0.001035s,0000:06fa,0x095,A,
253.654273s,0.001842s,0000:06fb,0x017,B,
253.655308s,0.001035s,0000:06fc,0x03C,B,
253.656343s,0.001035s,0000:06fd,0x014,B,
253.657379s,0.001036s,0000:06fe,0x067,B,
254.730785s,1.073406s,0000:06ff,0x095,A,
254.731820s,0.001035s,0000:0700,0x095,A,
254.733688s,0.001868s,0000:0701,0x017,B,
254.734724s,0.001036s,0000:0702,0x03C,B,
254.735759s,0.001035s,0000:0703,0x014,B,
254.736794s,0.001035s,0000:0704,0x067,B,
255.633810s,0.897016s,0000:0705,0x095,A,
255.634852s,0.001042s,0000:0706,0x095,A,
255.636772s,0.001920s,0000:0707,0x017,B,
255.637807s,0.001035s,0000:0708,0x03C,B,
255.638842s,0.001035s,0000:0709,0x014,B,
255.639878s,0.001036s,0000:070a,0x067,B,
256.712262s,1.072384s,0000:070b,0x095,A,
256.713303s,0.001041s,0000:070c,0x095,A,
256.715152s,0.001849s,0000:070d,0x017,B,
256.716187s,0.001035s,0000:070e,0x03C,B,
256.717223s,0.001036s,0000:070f,0x014,B,
256.718258s,0.001035s,0000:0710,0x067,B,
257.615495s,0.897237s,0000:0711,0x095,A,
257.616537s,0.001042s,0000:0712,0x095,A,
257.618438s,0.001901s,0000:0713,0x017,B,
257.619473s,0.001035s,0000:0714,0x03C,B,
257.620508s,0.001035s,0000:0715,0x014,B,
257.621550s,0.001042s,0000:0716,0x067,B,
258.697697s,1.076147s,0000:0717,0x095,A,
258.698739s,0.001042s,0000:0718,0x095,A,
258.700646s,0.001907s,0000:0719,0x017,B,
258.701681s,0.001035s,0000:071a,0x03C,B,
258.702716s,0.001035s,0000:071b,0x014,B,
258.703758s,0.001042s,0000:071c,0x067,B,
259.777190s,1.073432s,0000:071d,0x095,A,
259.778232s,0.001042s,0000:071e,0x095,A,
259.780166s,0.001934s,0000:071f,0x017,B,
259.781201s,0.001035s,0000:0720,0x03C,B,
259.782236s,0.001035s,0000:0721,0x014,B,
259.783271s,0.001035s,0000:0722,0x067,B,
260.678034s,0.894763s,0000:0723,0x095,A,
260.679076s,0.001042s,0000:0724,0x095,A,
260.680971s,0.001895s,0000:0725,0x017,B,
260.682006s,0.001035s,0000:0726,0x03C,B,
260.683041s,0.001035s,0000:0727,0x014,B,
260.684076s,0.001035s,0000:0728,0x067,B,
261.761480s,1.077404s,0000:0729,0x095,A,
261.762521s,0.001041s,0000:072a,0x095,A,
261.764422s,0.001901s,0000:072b,0x017,B,
261.765457s,0.001035s,0000:072c,0x03C,B,
261.766493s,0.001036s,0000:072d,0x014,B,
261.767528s,0.001035s,0000:072e,0x067,B,
262.661490s,0.893962s,0000:072f,0x095,A,
262.662532s,0.001042s,0000:0730,0x095,A,
262.664394s,0.001862s,0000:0731,0x017,B,
262.665429s,0.001035s,0000:0732,0x03C,B,
262.666464s,0.001035s,0000:0733,0x014,B,
262.667499s,0.001035s,0000:0734,0x067,B,
263.743998s,1.076499s,0000:0735,0x095,A,
263.745040s,0.001042s,0000:0736,0x095,A,
263.746915s,0.001875s,0000:0737,0x017,B,
263.747950s,0.001035s,0000:0738,0x03C,B,
263.748985s,0.001035s,0000:0739,0x014,B,
263.750020s,0.001035s,0000:073a,0x067,B,
264.643905s,0.893885s,0000:073b,0x095,A,
264.644946s,0.001041s,0000:073c,0x095,A,
264.646782s,0.001836s,0000:073d,0x017,B,
264.647818s,0.001036s,0000:073e,0x03C,B,
264.648853s,0.001035s,0000:073f,0x014,B,
264.649888s,0.001035s,0000:0740,0x067,B,
265.725690s,1.075802s,0000:0741,0x095,A,
265.726732s,0.001042s,0000:0742,0x095,A,
265.728574s,0.001842s,0000:0743,0x017,B,
265.729609s,0.001035s,0000:0744,0x03C,B,
265.730651s,0.001042s,0000:0745,0x014,B,
265.731686s,0.001035s,0000:0746,0x067,B,
266.628402s,0.896716s,0000:0747,0x095,A,
266.629444s,0.001042s,0000:0748,0x095,A,
266.631345s,0.001901s,0000:0749,0x017,B,
266.632380s,0.001035s,0000:074a,0x03C,B,
266.633415s,0.001035s,0000:074b,0x014,B,
266.634451s,0.001036s,0000:074c,0x067,B,
267.710806s,1.076355s,0000:074d,0x095,A,
267.711848s,0.001042s,0000:074e,0x095,A,
267.713762s,0.001914s,0000:074f,0x017,B,
267.714797s,0.001035s,0000:0750,0x03C,B,
267.715832s,0.001035s,0000:0751,0x014,B,
267.716867s,0.001035s,0000:0752,0x067,B,
268.610928s,0.894061s,0000:0753,0x095,A,
268.611963s,0.001035s,0000:0754,0x095,A,
268.613838s,0.001875s,0000:0755,0x017,B,
268.614873s,0.001035s,0000:0756,0x03C,B,
268.615908s,0.001035s,0000:0757,0x014,B,
268.616943s,0.001035s,0000:0758,0x067,B,
269.693227s,1.076284s,0000:0759,0x095,A,
269.694269s,0.001042s,0000:075a,0x095,A,
269.696150s,0.001881s,0000:075b,0x017,B,
269.697185s,0.001035s,0000:075c,0x03C,B,
269.698220s,0.001035s,0000:075d,0x014,B,
269.699255s,0.001035s,0000:075e,0x067,B,
270.775943s,1.076688s,0000:075f,0x095,A,
270.776985s,0.001042s,0000:0760,0x095,A,
270.778873s,0.001888s,0000:0761,0x017,B,
270.779908s,0.001035s,0000:0762,0x03C,B,
270.780943s,0.001035s,0000:0763,0x014,B,
270.781978s,0.001035s,0000:0764,0x067,B,
271.677620s,0.895642s,0000:0765,0x095,A,
271.678662s,0.001042s,0000:0766,0x095,A,
271.680498s,0.001836s,0000:0767,0x017,B,
271.681533s,0.001035s,0000:0768,0x03C,B,
271.682575s,0.001042s,0000:0769,0x014,B,
271.683610s,0.001035s,0000:076a,0x067,B,
272.757218s,1.073608s,0000:076b,0x095,A,
272.758260s,0.001042s,0000:076c,0x095,A,
272.760115s,0.001855s,0000:076d,0x017,B,
272.761150s,0.001035s,0000:076e,0x03C,B,
272.762185s,0.001035s,0000:076f,0x014,B,
272.763221s,0.001036s,0000:0770,0x067,B,
273.660139s,0.896918s,0000:0771,0x095,A,
273.661181s,0.001042s,0000:0772,0x095,A,
273.663095s,0.001914s,0000:0773,0x017,B,
273.664130s,0.001035s,0000:0774,0x03C,B,
273.665165s,0.001035s,0000:0775,0x014,B,
273.666200s,0.001035s,0000:0776,0x067,B,
274.739632s,1.073432s,0000:0777,0x095,A,
274.740674s,0.001042s,0000:0778,0x095,A,
274.742608s,0.001934s,0000:0779,0x017,B,
274.743643s,0.001035s,0000:077a,0x03C,B,
274.744678s,0.001035s,0000:077b,0x014,B,
274.745713s,0.001035s,0000:077c,0x067,B,
275.641622s,0.895909s,0000:077d,0x095,A,
275.642664s,0.001042s,0000:077e,0x095,A,
275.644545s,0.001881s,0000:077f,0x017,B,
275.645581s,0.001036s,0000:0780,0x03C,B,
275.646616s,0.001035s,0000:0781,0x014,B,
275.647651s,0.001035s,0000:0782,0x067,B,
276.722262s,1.074611s,0000:0783,0x095,A,
276.723297s,0.001035s,0000:0784,0x095,A,
276.725198s,0.001901s,0000:0785,0x017,B,
276.726233s,0.001035s,0000:0786,0x03C,B,
276.727268s,0.001035s,0000:0787,0x014,B,
276.728303s,0.001035s,0000:0788,0x067,B,
277.626947s,0.898644s,0000:0789,0x095,A,
277.627988s,0.001041s,0000:078a,0x095,A,
277.629831s,0.001843s,0000:078b,0x017,B,
277.630866s,0.001035s,0000:078c,0x03C,B,
277.631901s,0.001035s,0000:078d,0x014,B,
277.632936s,0.001035s,0000:078e,0x067,B,
278.705405s,1.072469s,0000:078f,0x095,A,
278.706447s,0.001042s,0000:0790,0x095,A,
278.708302s,0.001855s,0000:0791,0x017,B,
278.709337s,0.001035s,0000:0792,0x03C,B,
278.710372s,0.001035s,0000:0793,0x014,B,
278.711408s,0.001036s,0000:0794,0x067,B,
279.609368s,0.897960s,0000:0795,0x095,A,
279.610409s,0.001041s,0000:0796,0x095,A,
279.612317s,0.001908s,0000:0797,0x017,B,
279.613352s,0.001035s,0000:0798,0x03C,B,
279.614387s,0.001035s,0000:0799,0x014,B,
279.615422s,0.001035s,0000:079a,0x067,B,
280.687924s,1.072502s,0000:079b,0x095,A,
280.688965s,0.001041s,0000:079c,0x095,A,
280.690788s,0.001823s,0000:079d,0x017,B,
280.691823s,0.001035s,0000:079e,0x03C,B,
280.692858s,0.001035s,0000:079f,0x014,B,
280.693894s,0.001036s,0000:07a0,0x067,B,
281.772410s,1.078516s,0000:07a1,0x095,A,
281.773452s,0.001042s,0000:07a2,0x095,A,
281.775373s,0.001921s,0000:07a3,0x017,B,
281.776408s,0.001035s,0000:07a4,0x03C,B,
281.777443s,0.001035s,0000:07a5,0x014,B,
281.778478s,0.001035s,0000:07a6,0x067,B,
282.674192s,0.895714s,0000:07a7,0x095,A,
282.675227s,0.001035s,0000:07a8,0x095,A,
282.677109s,0.001882s,0000:07a9,0x017,B,
282.678144s,0.001035s,0000:07aa,0x03C,B,
282.679179s,0.001035s,0000:07ab,0x014,B,
282.680214s,0.001035s,0000:07ac,0x067,B,
283.756075s,1.075861s,0000:07ad,0x095,A,
283.757116s,0.001041s,0000:07ae,0x095,A,
283.758998s,0.001882s,0000:07af,0x017,B,
283.760033s,0.001035s,0000:07b0,0x03C,B,
283.761068s,0.001035s,0000:07b1,0x014,B,
283.762103s,0.001035s,0000:07b2,0x067,B,
284.655148s,0.893045s,0000:07b3,0x095,A,
284.656190s,0.001042s,0000:07b4,0x095,A,
284.658039s,0.001849s,0000:07b5,0x017,B,
284.659074s,0.001035s,0000:07b6,0x03C,B,
284.660109s,0.001035s,0000:07b7,0x014,B,
284.661144s,0.001035s,0000:07b8,0x067,B,
285.737246s,1.076102s,0000:07b9,0x095,A,
285.738281s,0.001035s,0000:07ba,0x095,A,
286.637152s,0.898871s,0000:07bb,0x095,A,
286.638194s,0.001042s,0000:07bc,0x095,A,
286.640095s,0.001901s,0000:07bd,0x017,B,
286.641130s,0.001035s,0000:07be,0x03C,B,
286.642165s,0.001035s,0000:07bf,0x014,B,
286.643200s,0.001035s,0000:07c0,0x067,B,
287.720598s,1.077398s,0000:07c1,0x095,A,
287.721639s,0.001041s,0000:07c2,0x095,A,
287.723540s,0.001901s,0000:07c3,0x017,B,
287.724575s,0.001035s,0000:07c4,0x03C,B,
287.725610s,0.001035s,0000:07c5,0x014,B,
287.726646s,0.001036s,0000:07c6,0x067,B,
288.621546s,0.894900s,0000:07c7,0x095,A,
288.622587s,0.001041s,0000:07c8,0x095,A,
288.624443s,0.001856s,0000:07c9,0x017,B,
288.625478s,0.001035s,0000:07ca,0x03C,B,
288.626513s,0.001035s,0000:07cb,0x014,B,
288.627548s,0.001035s,0000:07cc,0x067,B,
289.703429s,1.075881s,0000:07cd,0x095,A,
289.704470s,0.001041s,0000:07ce,0x095,A,
289.706332s,0.001862s,0000:07cf,0x017,B,
289.707367s,0.001035s,0000:07d0,0x03C,B,
289.708402s,0.001035s,0000:07d1,0x014,B,
289.709438s,0.001036s,0000:07d2,0x067,B,
290.662612s,0.953174s,0000:07d3,0x095,A,
290.663653s,0.001041s,0000:07d4,0x095,A,
290.665528s,0.001875s,0000:07d5,0x017,B,
290.666563s,0.001035s,0000:07d6,0x03C,B,
290.667598s,0.001035s,0000:07d7,0x014,B,
290.668634s,0.001036s,0000:07d8,0x067,B,
291.746682s,1.078048s,0000:07d9,0x095,A,
291.747717s,0.001035s,0000:07da,0x095,A,
292.645026s,0.897309s,0000:07db,0x095,A,
292.646068s,0.001042s,0000:07dc,0x095,A,
292.647949s,0.001881s,0000:07dd,0x017,B,
292.648984s,0.001035s,0000:07de,0x03C,B,
292.650019s,0.001035s,0000:07df,0x014,B,
292.651054s,0.001035s,0000:07e0,0x067,B,
293.727644s,1.076590s,0000:07e1,0x095,A,
293.728679s,0.001035s,0000:07e2,0x095,A,
293.730561s,0.001882s,0000:07e3,0x017,B,
293.731596s,0.001035s,0000:07e4,0x03C,B,
293.732631s,0.001035s,0000:07e5,0x014,B,
293.733666s,0.001035s,0000:07e6,0x067,B,
294.627343s,0.893677s,0000:07e7,0x095,A,
294.628378s,0.001035s,0000:07e8,0x095,A,
294.630220s,0.001842s,0000:07e9,0x017,B,
294.631255s,0.001035s,0000:07ea,0x03C,B,
294.632290s,0.001035s,0000:07eb,0x014,B,
294.633326s,0.001036s,0000:07ec,0x067,B,
295.712135s,1.078809s,0000:07ed,0x095,A,
295.713177s,0.001042s,0000:07ee,0x095,A,
295.715111s,0.001934s,0000:07ef,0x017,B,
295.716146s,0.001035s,0000:07f0,0x03C,B,
295.717181s,0.001035s,0000:07f1,0x014,B,
295.718216s,0.001035s,0000:07f2,0x067,B,
296.613813s,0.895597s,0000:07f3,0x095,A,
296.614855s,0.001042s,0000:07f4,0x095,A,
296.616736s,0.001881s,0000:07f5,0x017,B,
296.617771s,0.001035s,0000:07f6,0x03C,B,
296.618806s,0.001035s,0000:07f7,0x014,B,
296.619841s,0.001035s,0000:07f8,0x067,B,
297.693306s,1.073465s,0000:07f9,0x095,A,
297.694348s,0.001042s,0000:07fa,0x095,A,
297.696242s,0.001894s,0000:07fb,0x017,B,
297.697278s,0.001036s,0000:07fc,0x03C,B,
297.698313s,0.001035s,0000:07fd,0x014,B,
297.699348s,0.001035s,0000:07fe,0x067,B,
298.774779s,1.075431s,0000:07ff,0x095,A,
298.775814s,0.001035s,0000:0800,0x095,A,
298.777715s,0.001901s,0000:0801,0x017,B,
298.778750s,0.001035s,0000:0802,0x03C,B,
298.779785s,0.001035s,0000:0803,0x014,B,
298.780820s,0.001035s,0000:0804,0x067,B,
299.677700s,0.896880s,0000:0805,0x095,A,
299.678741s,0.001041s,0000:0806,0x095,A,
299.680584s,0.001843s,0000:0807,0x017,B,
299.681619s,0.001035s,0000:0808,0x03C,B,
299.682654s,0.001035s,0000:0809,0x014,B,
299.683689s,0.001035s,0000:080a,0x067,B,
300.758235s,1.074546s,0000:080b,0x095,A,
300.759277s,0.001042s,0000:080c,0x095,A,
300.766510s,0.007233s,0000:080d,0x017,B,
300.767545s,0.001035s,0000:080e,0x03C,B,
300.768580s,0.001035s,0000:080f,0x014,B,
300.769615s,0.001035s,0000:0810,0x067,B,
301.887226s,1.117611s,0000:0811,0x0B5,A,
301.888268s,0.001042s,0000:0812,0x0B5,A,
301.890117s,0.001849s,0000:0813,0x017,B,
301.891152s,0.001035s,0000:0814,0x03C,B,
301.892194s,0.001042s,0000:0815,0x014,B,
301.893229s,0.001035s,0000:0816,0x067,B,
302.836422s,0.943193s,0000:0817,0x0B5,A,
302.837464s,0.001042s,0000:0818,0x0B5,A,
302.839372s,0.001908s,0000:0819,0x017,B,
302.840407s,0.001035s,0000:081a,0x03C,B,
302.841442s,0.001035s,0000:081b,0x014,B,
302.842477s,0.001035s,0000:081c,0x067,B,
303.789154s,0.946677s,0000:081d,0x0B5,A,
303.790195s,0.001041s,0000:081e,0x0B5,A,
303.792038s,0.001843s,0000:081f,0x017,B,
303.793073s,0.001035s,0000:0820,0x03C,B,
303.794108s,0.001035s,0000:0821,0x014,B,
303.795150s,0.001042s,0000:0822,0x067,B,
304.730453s,0.935303s,0000:0823,0x0B5,A,
304.731494s,0.001041s,0000:0824,0x0B5,A,
304.733422s,0.001928s,0000:0825,0x017,B,
304.734457s,0.001035s,0000:0826,0x03C,B,
304.735492s,0.001035s,0000:0827,0x014,B,
304.736527s,0.001035s,0000:0828,0x067,B,
305.691504s,0.954977s,0000:0829,0x0B5,A,
305.692546s,0.001042s,0000:082a,0x0B5,A,
305.694375s,0.001829s,0000:082b,0x017,B,
305.695410s,0.001035s,0000:082c,0x03C,B,
305.696446s,0.001036s,0000:082d,0x014,B,
305.697481s,0.001035s,0000:082e,0x067,B,
306.764032s,1.066551s,0000:082f,0x092,A,
306.765073s,0.001041s,0000:0830,0x06E,A,
306.766108s,0.001035s,0000:0831,0x000,A,
306.885488s,0.119380s,0000:0832,0x08E,A,
306.886530s,0.001042s,0000:0833,0x02D,A,
306.887565s,0.001035s,0000:0834,0x0BB,A,
307.066221s,0.178656s,0000:0835,0x083,A,
307.067256s,0.001035s,0000:0836,0x000,A,
307.068297s,0.001041s,0000:0837,0x000,A,
307.069339s,0.001042s,0000:0838,0x083,A,
307.246634s,0.177295s,0000:0839,0x0B5,A,
307.247676s,0.001042s,0000:083a,0x0B5,A,
307.249505s,0.001829s,0000:083b,0x017,B,
307.250540s,0.001035s,0000:083c,0x03C,B,
307.251576s,0.001036s,0000:083d,0x06E,B,
307.252611s,0.001035s,0000:083e,0x0C1,B,
307.610072s,0.357461s,0000:083f,0x092,A,
307.611114s,0.001042s,0000:0840,0x06E,A,
307.612155s,0.001041s,0000:0841,0x000,A,
307.789555s,0.177400s,0000:0842,0x08E,A,
307.790596s,0.001041s,0000:0843,0x02D,A,
307.791631s,0.001035s,0000:0844,0x0BB,A,
307.969141s,0.177510s,0000:0845,0x083,A,
307.970183s,0.001042s,0000:0846,0x001,A,
307.971218s,0.001035s,0000:0847,0x019,A,
307.972260s,0.001042s,0000:0848,0x09D,A,
308.147582s,0.175322s,0000:0849,0x0B5,A,
308.148624s,0.001042s,0000:084a,0x0B5,A,
308.689565s,0.540941s,0000:084b,0x083,A,
308.690607s,0.001042s,0000:084c,0x001,A,
308.691649s,0.001042s,0000:084d,0x018,A,
308.692684s,0.001035s,0000:084e,0x09C,A,
308.869986s,0.177302s,0000:084f,0x0B5,A,
308.871027s,0.001041s,0000:0850,0x0B5,A,
309.769892s,0.898865s,0000:0851,0x083,A,
309.770934s,0.001042s,0000:0852,0x001,A,
309.771969s,0.001035s,0000:0853,0x017,A,
309.773011s,0.001042s,0000:0854,0x09B,A,
309.950521s,0.177510s,0000:0855,0x0B5,A,
309.951556s,0.001035s,0000:0856,0x0B5,A,
309.953496s,0.001940s,0000:0857,0x077,B,
309.954531s,0.001035s,0000:0858,0x02D,B,
309.955566s,0.001035s,0000:0859,0x06E,B,
309.956601s,0.001035s,0000:085a,0x012,B,
310.674896s,0.718295s,0000:085b,0x083,A,
310.675938s,0.001042s,0000:085c,0x001,A,
310.676973s,0.001035s,0000:085d,0x016,A,
310.678015s,0.001042s,0000:085e,0x09A,A,
310.854275s,0.176260s,0000:085f,0x0B5,A,
310.855317s,0.001042s,0000:0860,0x0B5,A,
311.755432s,0.900115s,0000:0861,0x083,A,
311.756467s,0.001035s,0000:0862,0x001,A,
311.757508s,0.001041s,0000:0863,0x015,A,
311.758550s,0.001042s,0000:0864,0x099,A,
311.935018s,0.176468s,0000:0865,0x0B5,A,
311.936054s,0.001036s,0000:0866,0x0B5,A,
311.938000s,0.001946s,0000:0867,0x077,B,
311.939035s,0.001035s,0000:0868,0x02D,B,
311.940070s,0.001035s,0000:0869,0x06E,B,
311.941105s,0.001035s,0000:086a,0x012,B,
312.655338s,0.714233s,0000:086b,0x083,A,
312.656373s,0.001035s,0000:086c,0x001,A,
312.657415s,0.001042s,0000:086d,0x014,A,
312.658457s,0.001042s,0000:086e,0x098,A,
312.838773s,0.180316s,0000:086f,0x0B5,A,
312.839808s,0.001035s,0000:0870,0x0B5,A,
312.841696s,0.001888s,0000:0871,0x077,B,
312.842731s,0.001035s,0000:0872,0x02D,B,
312.843766s,0.001035s,0000:0873,0x06E,B,
312.844801s,0.001035s,0000:0874,0x012,B,
313.198981s,0.354180s,0000:0875,0x092,A,
313.200023s,0.001042s,0000:0876,0x078,A,
313.201065s,0.001042s,0000:0877,0x00A,A,
313.738992s,0.537927s,0000:0878,0x083,A,
313.740027s,0.001035s,0000:0879,0x001,A,
313.741069s,0.001042s,0000:087a,0x013,A,
313.742110s,0.001041s,0000:087b,0x097,A,
313.917224s,0.175114s,0000:087c,0x0B5,A,
313.918266s,0.001042s,0000:087d,0x0B5,A,
313.920206s,0.001940s,0000:087e,0x077,B,
313.921241s,0.001035s,0000:087f,0x02D,B,
313.922276s,0.001035s,0000:0880,0x078,B,
313.923312s,0.001036s,0000:0881,0x01C,B,
314.637857s,0.714545s,0000:0882,0x083,A,
314.638898s,0.001041s,0000:0883,0x001,A,
314.639940s,0.001042s,0000:0884,0x012,A,
314.640975s,0.001035s,0000:0885,0x096,A,
314.817235s,0.176260s,0000:0886,0x0B5,A,
314.818277s,0.001042s,0000:0887,0x0B5,A,
314.820158s,0.001881s,0000:0888,0x077,B,
314.821193s,0.001035s,0000:0889,0x02D,B,
314.822229s,0.001036s,0000:088a,0x078,B,
314.823264s,0.001035s,0000:088b,0x01C,B,
315.722135s,0.898871s,0000:088c,0x083,A,
315.723177s,0.001042s,0000:088d,0x001,A,
315.724212s,0.001035s,0000:088e,0x011,A,
315.725254s,0.001042s,0000:088f,0x095,A,
315.901618s,0.176364s,0000:0890,0x0B5,A,
315.902660s,0.001042s,0000:0891,0x0B5,A,
316.623188s,0.720528s,0000:0892,0x083,A,
316.624229s,0.001041s,0000:0893,0x001,A,
316.625264s,0.001035s,0000:0894,0x010,A,
316.626306s,0.001042s,0000:0895,0x094,A,
316.800483s,0.174177s,0000:0896,0x0B5,A,
316.801525s,0.001042s,0000:0897,0x0B5,A,
316.803380s,0.001855s,0000:0898,0x077,B,
316.804422s,0.001042s,0000:0899,0x02D,B,
316.805457s,0.001035s,0000:089a,0x078,B,
316.806492s,0.001035s,0000:089b,0x01C,B,
317.705591s,0.899099s,0000:089c,0x083,A,
317.706633s,0.001042s,0000:089d,0x001,A,
317.707675s,0.001042s,0000:089e,0x009,A,
317.708710s,0.001035s,0000:089f,0x08D,A,
317.884032s,0.175322s,0000:08a0,0x0B5,A,
317.885074s,0.001042s,0000:08a1,0x0B5,A,
318.783112s,0.898038s,0000:08a2,0x083,A,
318.784147s,0.001035s,0000:08a3,0x001,A,
318.785189s,0.001042s,0000:08a4,0x008,A,
318.786231s,0.001042s,0000:08a5,0x08C,A,
318.963630s,0.177399s,0000:08a6,0x0B5,A,
318.964672s,0.001042s,0000:08a7,0x0B5,A,
318.966618s,0.001946s,0000:08a8,0x077,B,
318.967653s,0.001035s,0000:08a9,0x02D,B,
318.968688s,0.001035s,0000:08aa,0x078,B,
318.969724s,0.001036s,0000:08ab,0x01C,B,
319.688012s,0.718288s,0000:08ac,0x083,A,
319.689047s,0.001035s,0000:08ad,0x001,A,
319.690089s,0.001042s,0000:08ae,0x007,A,
319.691131s,0.001042s,0000:08af,0x08B,A,
319.868530s,0.177399s,0000:08b0,0x0B5,A,
319.869572s,0.001042s,0000:08b1,0x0B5,A,
320.766568s,0.896996s,0000:08b2,0x083,A,
320.767610s,0.001042s,0000:08b3,0x001,A,
320.768645s,0.001035s,0000:08b4,0x006,A,
320.769687s,0.001042s,0000:08b5,0x08A,A,
320.950002s,0.180315s,0000:08b6,0x0B5,A,
320.951044s,0.001042s,0000:08b7,0x0B5,A,
320.952978s,0.001934s,0000:08b8,0x077,B,
320.954013s,0.001035s,0000:08b9,0x02D,B,
320.955048s,0.001035s,0000:08ba,0x078,B,
320.956083s,0.001035s,0000:08bb,0x01C,B,
321.309280s,0.353197s,0000:08bc,0x092,A,
321.310315s,0.001035s,0000:08bd,0x082,A,
321.311357s,0.001042s,0000:08be,0x014,A,
321.670531s,0.359174s,0000:08bf,0x083,A,
321.671572s,0.001041s,0000:08c0,0x001,A,
321.672607s,0.001035s,0000:08c1,0x005,A,
321.673649s,0.001042s,0000:08c2,0x089,A,
321.850951s,0.177302s,0000:08c3,0x0B5,A,
321.851986s,0.001035s,0000:08c4,0x0B5,A,
321.853867s,0.001881s,0000:08c5,0x077,B,
321.854903s,0.001036s,0000:08c6,0x02D,B,
321.855938s,0.001035s,0000:08c7,0x082,B,
321.856973s,0.001035s,0000:08c8,0x026,B,
322.750128s,0.893155s,0000:08c9,0x083,A,
322.751170s,0.001042s,0000:08ca,0x001,A,
322.752205s,0.001035s,0000:08cb,0x004,A,
322.753247s,0.001042s,0000:08cc,0x088,A,
322.931375s,0.178128s,0000:08cd,0x0B5,A,
322.932417s,0.001042s,0000:08ce,0x0B5,A,
322.934311s,0.001894s,0000:08cf,0x077,B,
322.935346s,0.001035s,0000:08d0,0x02D,B,
322.936382s,0.001036s,0000:08d1,0x082,B,
322.937417s,0.001035s,0000:08d2,0x026,B,
323.651910s,0.714493s,0000:08d3,0x083,A,
323.652945s,0.001035s,0000:08d4,0x001,A,
323.653987s,0.001042s,0000:08d5,0x003,A,
323.655028s,0.001041s,0000:08d6,0x087,A,
323.832323s,0.177295s,0000:08d7,0x0B5,A,
323.833365s,0.001042s,0000:08d8,0x0B5,A,
323.835312s,0.001947s,0000:08d9,0x077,B,
323.836347s,0.001035s,0000:08da,0x02D,B,
323.837382s,0.001035s,0000:08db,0x082,B,
323.838417s,0.001035s,0000:08dc,0x026,B,
324.734418s,0.896001s,0000:08dd,0x083,A,
324.735459s,0.001041s,0000:08de,0x001,A,
324.736494s,0.001035s,0000:08df,0x002,A,
324.737536s,0.001042s,0000:08e0,0x086,A,
324.912963s,0.175427s,0000:08e1,0x0B5,A,
324.914004s,0.001041s,0000:08e2,0x0B5,A,
325.637338s,0.723334s,0000:08e3,0x083,A,
325.638380s,0.001042s,0000:08e4,0x001,A,
325.639422s,0.001042s,0000:08e5,0x001,A,
325.640457s,0.001035s,0000:08e6,0x085,A,
325.817759s,0.177302s,0000:08e7,0x0B5,A,
325.818800s,0.001041s,0000:08e8,0x0B5,A,
325.820740s,0.001940s,0000:08e9,0x077,B,
325.821775s,0.001035s,0000:08ea,0x02D,B,
325.822811s,0.001036s,0000:08eb,0x082,B,
325.823846s,0.001035s,0000:08ec,0x026,B,
326.719019s,0.895173s,0000:08ed,0x083,A,
326.720055s,0.001036s,0000:08ee,0x001,A,
